*test row do not delete*,Department of Unit Tests,TRAIN,,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Unit Tests,TRAIN,,,past,
*test row do not delete*,Department of Unit Tests,TRAIN,,,far_future,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,2_current,
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,5_current,http://art.washington.edu/calendar/
*test row do not delete*,Department of Other Unit Tests,,TRAINR,,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,future_1,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,far_future,
*test row do not delete*,Department of Other Unit Tests,,,UPCOM,past,
*test row do not delete*,Department of Other Unit Tests,,UPCOM2,,future_2,
,EXCHANGE (DENTISTRY)                    ,EXCHANGE DENTISTRY      ,,,,,
,EXCHANGE (DENTISTRY)                    ,,,EXCHANGE DENTISTRY      ,,,
,EXCHANGE (ENGINEERING)                  ,EXCHANGE ENGINEERING    ,,,,,
,EXCHANGE (ENGINEERING)                  ,,,EXCHANGE ENGINEERING    ,,,
,EXCHANGE (LAW)                          ,EXCHANGE LAW            ,,,,,
,EXCHANGE (LAW)                          ,,,EXCHANGE LAW            ,,,
,EXCHANGE (LIBRARY AND INFORMATION SCI)  ,EXCHANGE LIB IN SCI     ,,,,,
,EXCHANGE (LIBRARY AND INFORMATION SCI)  ,,,EXCHANGE LIB IN SCI     ,,,
,EXCHANGE (MEDICINE)                     ,EXCHANGE MEDICINE       ,,,,,
,EXCHANGE (MEDICINE)                     ,,,EXCHANGE MEDICINE       ,,,
,EXCHANGE (NURSING)                      ,EXCHANGE NURSING        ,,,,,
,EXCHANGE (NURSING)                      ,,,EXCHANGE NURSING        ,,,
,EXCHANGE (PHARMACY)                     ,EXCHANGE PHARMACY       ,,,,,
,EXCHANGE (PHARMACY)                     ,,,EXCHANGE PHARMACY       ,,,
,EXCHANGE (PUBLIC AFFAIRS)               ,EXCHANGE PUB AFF        ,,,,,
,EXCHANGE (PUBLIC AFFAIRS)               ,,,EXCHANGE PUB AFF        ,,,
,EXCHANGE (PUBLIC HEALTH & COMMUNITY MED),EXCHANGE PUB HLT COM MED,,,,,
,EXCHANGE (PUBLIC HEALTH & COMMUNITY MED),,,EXCHANGE PUB HLT COM MED,,,
,EXCHANGE (SOCIAL WORK)                  ,EXCHANGE SOC WORK       ,,,,,
,EXCHANGE (SOCIAL WORK)                  ,,,EXCHANGE SOC WORK       ,,,
,EXCHANGE ARCHITECTURE AND URBAN PLANNING,EXCHANGE ARCH & URB PL  ,,,,,
,EXCHANGE ARCHITECTURE AND URBAN PLANNING,,,EXCHANGE ARCH & URB PL  ,,,
,FOREST RESOURCES/ECONOMICS              ,,,FOR RES/ECONOMICS       ,,,
,FOREST RESOURCES/ECONOMICS              ,,,FOR RESEARCH/ECONOMICS  ,,,
,FOREST RESOURCES/ECONOMICS              ,,,FOREST RES/ECONOMICS    ,,,
abentley (didn't work for hbar94),"GENDER, WOMEN, AND SEXUALITY STUDIES    ","GENDER, WOMEN, SEXUALITY",,,sea_gwss,Yes,https://gwss.washington.edu/calendar
,"GENDER, WOMEN, AND SEXUALITY STUDIES    ",WOMEN STUDIES           ,,,sea_gwss,Yes,https://gwss.washington.edu/calendar
,"GENDER, WOMEN, AND SEXUALITY STUDIES    ",,"GENDER, WOMEN, SEXUALITY",,sea_gwss,Yes,https://gwss.washington.edu/calendar
,"GENDER, WOMEN, AND SEXUALITY STUDIES    ",,,"GENDER, WOMEN, SEXUALITY",sea_gwss,Yes,https://gwss.washington.edu/calendar
,"GENDER, WOMEN, AND SEXUALITY STUDIES    ",,,SEXUALITY AND QUEER ST  ,sea_gwss,Yes,https://gwss.washington.edu/calendar
,"GENDER, WOMEN, AND SEXUALITY STUDIES    ",,,WOMEN STUDIES           ,sea_gwss,Yes,https://gwss.washington.edu/calendar
,GENERAL STUDIES                         ,ETHNOMUSICOLOGY         ,,,sea_music,Yes,
,GENERAL STUDIES                         ,INDIVIDUALIZED STUDIES  ,,,,,
,GENERAL STUDIES                         ,,DIVERSITY               ,,,,
,GENERAL STUDIES                         ,,HUMAN RIGHTS            ,,,,
,GENERAL STUDIES                         ,,LABOR STUDIES           ,,,,
,GENERAL STUDIES                         ,,,ETHNOMUSICOLOGY         ,sea_music,Yes,
slbattle,GENOME SCIENCES                         ,,,GENETICS                ,sea_genome,Yes,
,GENOME SCIENCES                         ,,,GENOME SCIENCES         ,sea_genome,Yes,
,GENOME SCIENCES                         ,,,GENOME (NANO & MOL ENG) ,sea_genome,Yes,
,GENOME SCIENCES                         ,,,MOLECULAR BIOTECHNOLOGY ,sea_genome,Yes,
haneen1,GEOGRAPHY                               ,GEOGRAPHY               ,,,sea_geog,Yes,
,GEOGRAPHY                               ,,GEOGRAPHY               ,,sea_geog,Yes,
,GEOGRAPHY                               ,,,GEOGRAPHY               ,sea_geog,Yes,
,GEOGRAPHY                               ,,,GEOGRAPHY               ,sea_geog,Yes,
,GEOGRAPHY                               ,,,GEOGRAPHIC INFO SYSTEMS ,sea_geog sea_gisonline,Yes,
ccar80,GERMANICS                               ,GERMANICS               ,,,sea_german,Yes,
,GERMANICS                               ,,GERMANICS               ,,sea_german,Yes,
,GERMANICS                               ,,GERMAN LINGUISTICS      ,,sea_german,Yes,
,GERMANICS                               ,,,GERMANICS               ,sea_german,Yes,
,GERMANICS                               ,,,GERMANICS(THEORY & CRIT),sea_german,Yes,
,GERMANICS                               ,,,GERMANICS (TEXT ST)     ,sea_german,Yes,
,GERMANICS                               ,,,GERMANICS (LIT & CULT)  ,sea_german,Yes,
,GERMANICS                               ,,,GERMANICS (PED & CULT)  ,sea_german,Yes,
,GLOBAL HEALTH                           ,,GLOBAL HEALTH           ,,sea_globalhealth,Yes,
hoskynw,GLOBAL HEALTH                           ,,,GLOBAL HEALTH           ,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBL HLTH: PCMI        ,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBL HLTH: GEN TRACK   ,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBL HLTH: LEAD POL MGT,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBL HLTH: HLTH METR EV,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBAL HEALTH: METRICS  ,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,GLOBAL HEALTH: IMPL SCI ,sea_globalhealth,Yes,
,GLOBAL HEALTH                           ,,,INTL STDY/GLOBAL HEALTH ,sea_globalhealth,Yes,
,"GLOBAL TRADE, TRANSPORTATION & LOGISTICS",,,"GL TR, TRANS, & LOGIS   ",,,
,GRADUATE UNASSIGNED                     ,,,GRAD UNASSIGNED         ,,,
,GRADUATE VISITING                       ,,,GRAD VISITING           ,,,
evanta,HEALTH ADMINISTRATION                   ,,,HEALTH ADMINISTRATION GR,sea_sph-hserv,Yes,
,HEALTH ADMINISTRATION                   ,,,HEALTH ADMIN GRAD       ,sea_sph-hserv,Yes,
,HEALTH SCIENCES/BUSINESS ADMINISTRATION ,,,HEALTH SCIENCE/BUS ADM  ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,HLTH INFO & HLTH INFO MG,,,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH INFO & HLTH INFO MG,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HEALTH SERVICES         ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV - SOC&BEH SCI ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-HLTH&POL RES  ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-MAT&CHILD HLTH,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-COMMUNITY PRAC,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-HLTH POL A&P  ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-HLTH CR & PHR ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-HLTH SYS & POL,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HEALTH SERVICES         ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HEALTH SERV (CLIN RES)  ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HEALTH SERVICES (EMPH)  ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HEALTH SERVICES-HLTH ED ,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-MAT&CHILD HLTH,sea_sph-hserv,Yes,
,HEALTH SERVICES                         ,,,HLTH SERV-COMMUNITY PRAC,sea_sph-hserv,Yes,
tba2016,HISTORY                                 ,HISTORY                 ,,,sea_hist,Yes,
,HISTORY                                 ,,HISTORY                 ,,sea_hist,Yes,
,HISTORY                                 ,,HISTORY OF EMPIRE & COL ,,sea_hist,Yes,
,HISTORY                                 ,,HISTORY OF RELIG & SOC  ,,sea_hist,Yes,
,HISTORY                                 ,,"HIST RACE, GENDER, POWER",,sea_hist,Yes,
,HISTORY                                 ,,HISTORY OF SCIENCE      ,,sea_hist,Yes,
,HISTORY                                 ,,HISTORY OF WAR & SOCIETY,,sea_hist,Yes,
,HISTORY                                 ,,,HISTORY                 ,sea_hist,Yes,
,HISTORY                                 ,,,HISTORY (TEXT ST)       ,sea_hist,Yes,
sakers,HUMAN CENTERED DESIGN AND ENGINEERING   ,HUM CENTER DES & ENGR   ,,,sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,HUM CTR DES & ENGR (HCI),,,sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,HUM CTR DES & ENGR (T C),,,sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,TECHNICAL JAPANESE      ,,sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CENTER DES & ENGR   ,sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR(GTTL),sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR (UCD),sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR (GTC),sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR (EVE),sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR (UCD),sea_hcde,Yes,
,HUMAN CENTERED DESIGN AND ENGINEERING   ,,,HUM CTR DES & ENGR (GTC),sea_hcde,Yes,
,IMMUNOLOGY                              ,,,IMMUNOLOGY              ,sea_immun,Yes,
,INDIVIDUAL PHD PROGRAM                  ,,,INDIVIDUAL PHD          ,,,
,INDUSTRIAL ENGINEERING                  ,INDUSTRIAL ENGINEERING  ,,,,,
,INDUSTRIAL ENGINEERING                  ,,,INDUSTRIAL ENGINEERING  ,,,
,INDUSTRIAL ENGINEERING                  ,,,INDUSTRIAL ENGR (EDGE)  ,,,
,INDUSTRIAL ENGINEERING                  ,,,IND AND SYS ENGINEERING ,,,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,INFO TECH (TACOMA)      ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,INFO TECH: IAC (TACOMA) ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,COMPUTER ENGR & SYS     ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,COMPUTER SCI & SYS      ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,DUAL ENROLL CSS (TACOMA),,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,PRE CES (TACOMA)        ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,PRE CSS (TACOMA)        ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,PRE INFO TECH (TACOMA)  ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,PRE INST TECH (TACOMA)  ,,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,,APPLIED COMPUTING       ,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,,COMPUTER SCI & SYS      ,,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,,,CYBERSECRTY & LEADERSHIP,tac_institute-technology,Yes,
,INSTITUTE OF TECHNOLOGY - TACOMA        ,,,COMPUTER SCI & SYS      ,tac_institute-technology,Yes,
luzv4,INTEGRATED SCIENCE                      ,INTEGRATED SCIENCES     ,,,tac_institute-technology,Yes,
,Interactive Media Design                ,INTERACTIVE MEDIA DESIGN,,,,,
,INTERDISC MOLECULAR MEDICINE PROGRAM    ,,,MOLECULAR MEDICINE      ,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,AMERICAN ST (BOTHELL)   ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,"CULT, LIT, ART (BOTHELL)",,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,COM PSYCHOLOGY (BOTHELL),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,ENVIR ST (BOTHELL)      ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,GLOBAL ST (BOTHELL)     ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ARTS (BOTHELL),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INDIV STUDY (BOTHELL)   ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,LAW ECON PUB POL (BOTH) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,MEDIA & COM ST (BOTHELL),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,MTH THNK & VIS (BOTHELL),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,"SOC, ETH, BEH (BOTHELL) ",,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,"SCI, TECH, SOC (BOTHELL)",,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,B UNDECLARED(5TH YEAR)  ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,ENVIRON SCI (BOTHELL)   ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC STUDIES       ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC STUDIES (DUAL),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST&AMS)  ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST & CLA),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST & SEB),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST & STE),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST & CP) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (GST & IA) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (SEB & MCS),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (CLA & MCS),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (AMS & CLA),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (AMS & SEB),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (AMS & STE),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (AMS & CP) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (CLA & SEB),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (CLA & STE),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (CLA & CP) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (SEB & STE),,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (SEB & CP) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (STE & CP) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC STUDIES (IND) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC ST (LEPP)     ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,INTERDISC STUDIES (MCS) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,DIVERSITY (BOTHELL)     ,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,PERFORMING ARTS (BOTHLL),,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,VIS & MED ARTS (BOTHELL),,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,CREATIVE WRITING        ,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,ECOL RESTOR (BOTHELL)   ,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,HUMAN RIGHTS (BOTHELL)  ,,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,POLICY STUDIES (BOTHELL),,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,,BOTHELL - CULTURAL ST   ,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,,CREATIVE WR & POETICS   ,,,
,INTERDISCIPLINARY ARTS & SCI - BOTHELL  ,,,POLICY STUDIES (BOTHELL),,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,IAS (ENVIRONMTL SCIENCE),,,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,IAS (GENERAL STUDIES)   ,,,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,IAS (POLITICAL ECONOMY) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,IAS (POLITICS & VALUES) ,,,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,IAS (SELF & SOCIETY)    ,,,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,,GLOBAL ENGAGMNT (TACOMA),,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,,,T MAIS (INTERDISC ST)   ,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,,,T MAIS (COMM & SOC CHNG),,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,,,T MAIS (NON-PROF MGMT)  ,,,
,INTERDISCIPLINARY ARTS & SCI - TACOMA   ,,,TIAS(FOUND PUB ACTION)  ,,,
,INTERDISCIPLINARY PATHOBIOLOGY GROUP    ,,,PATHOBIOLOGY            ,,,
,INTERDISCIPLINARY PATHOBIOLOGY GROUP    ,,,PATHOBIOLOGY            ,,,
,INTERDISCIPLINARY PATHOBIOLOGY GROUP    ,,,PUBLIC HLTH PATHOBIOLOGY,,,
,INTERDSC COMMITTEE ON PUBLIC SCHOLARSHIP,,,PUBLIC SCHOLARSHIP      ,,,
,INTERNATIONAL STUDIES/BUSINESS ADMIN    ,,,INTERNATL STDY/BUS ADM  ,,,
,INTERNATIONAL STUDIES/EPIDEMIOLOGY      ,,,INTERNATL STUDIES/EPIDEM,,,
,INTERNATIONAL STUDIES/FOREST RESOURCES  ,,,INTERNATL STDY/FOR R    ,,,
,INTERNATIONAL STUDIES/MARINE ST         ,,,INTERNATL STDY/MARINE ST,,,
,INTERNATIONAL STUDIES/PUBLIC AFFAIRS    ,,,INTERNATL STDY/P AFFR   ,,,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST:EUROPE           ,,,sea_west_european_center sea_euc sea_jsis-hellenic,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST:COMPARATIVE RELIG,,,sea_jsis-relig,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INTERNATIONAL STUDIES   ,,,sea_jsis,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST: ASIA            ,,,sea_korea sea_easia sea_jsis-china sea_jsis-easc sea_japan sea_southasia,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST:CANADA           ,,,sea_canad,No,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST:JEWISH STUDIES   ,,,sea_jewish,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST: LAT AM & CARIB  ,,,sea_jsis-latam,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,INT ST:SOUTHEAST ASIA   ,,,sea_jsis-seasi,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,ARCTIC STUDIES          ,,,,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:EUROPE           ,,sea_west_european_center sea_euc sea_jsis-hellenic,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:COMPARATIVE RELIG,,sea_jsis-relig,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INTERNATIONAL STUDIES   ,,sea_jsis,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:AFRICA           ,,sea_jsis-afric,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:CANADA           ,,sea_canad,No,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:CHINA            ,,sea_jsis-china,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:COMPAR ISLAMIC ST,,sea_jsis-relig sea_mideast,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:JAPAN            ,,sea_japan,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:JEWISH STUDIES   ,,sea_jewish,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:KOREA            ,,sea_korea,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST: LAT AM & CARIB  ,,sea_jsis-latam,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:MIDDLE EAST      ,,sea_mideast,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,"INT ST:RUS,E.E.,&C.ASIA ",,sea_ellison ,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:SOUTH ASIA       ,,sea_southasia,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,INT ST:SOUTHEAST ASIA   ,,sea_jsis-seasi,No,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:COMPARATIVE RELIG,sea_jsis-relig,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INTERNATIONAL STUDIES   ,sea_jsis,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INTERNATIONAL STUDIES   ,sea_jsis,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INTL ST: APPL INTL ST   ,sea_jsis,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:CHINA            ,sea_jsis-china,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:JAPAN            ,sea_japan,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:KOREA            ,sea_korea,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:MIDDLE EAST      ,sea_mideast,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,"INT ST:RUS,E.E.,&C.ASIA ",sea_ellison,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:SOUTH ASIA       ,sea_southasia,Yes,
,JACKSON SCHOOL INTERNATIONAL STUDIES    ,,,INT ST:SOUTHEAST ASIA   ,sea_jsis-seasi,Yes,
,JAPAN STUDIES/BUSINESS ADMINISTRATION   ,,,JAPAN ST/BUS ADMIN      ,sea_japan,Yes,
,LABORATORY MEDICINE                     ,MEDICAL TECHNOLOGY      ,,,,,
,LABORATORY MEDICINE                     ,MEDICAL LAB SCIENCE     ,,,,,
,LABORATORY MEDICINE                     ,,,LABORATORY MEDICINE     ,,,
,LANDSCAPE ARCHITECTURE                  ,LANDSCAPE ARCHITECTURE  ,,,,,
,LANDSCAPE ARCHITECTURE                  ,,URBAN ECOLOGICAL DESIGN ,,,,
,LANDSCAPE ARCHITECTURE                  ,,,LANDSCAPE ARCHITECTURE  ,,,
,Landscape Architecture/Architecture     ,,,L ARCH/ARCH CONCURRENT  ,,,
,"LAW, SOCIETIES, AND JUSTICE             ","LAW, SOCIETIES, JUSTICE ",,,sea_lsj,Yes,
,"LAW, SOCIETIES, AND JUSTICE             ",,"LAW, SOCIETIES, JUSTICE ",,sea_lsj,Yes,
,"LAW, SOCIETIES, AND JUSTICE             ",,,"LAW, SOCIETIES, JUSTICE ",sea_lsj,Yes,
,LINGUISTICS                             ,LINGUISTICS             ,,,sea_ling,Yes,
,LINGUISTICS                             ,ROMANCE LINGUISTICS     ,,,sea_ling,Yes,
,LINGUISTICS                             ,,AMERICAN SIGN LANGUAGE  ,,sea_ling,Yes,
,LINGUISTICS                             ,,LINGUISTICS             ,,sea_ling,Yes,
,LINGUISTICS                             ,,,LINGUISTICS             ,sea_ling,Yes,
,LINGUISTICS                             ,,,COMPUTATIONAL LING      ,sea_ling,Yes,
,MARINE BIOLOGY                          ,,MARINE BIOLOGY          ,,sea_fish sea_harbor sea_bio sea_igert,No (sea_bio),
,MATERIALS SCIENCE & ENGINEERING         ,MATERIALS SCIENCE & ENGR,,,,,
,MATERIALS SCIENCE & ENGINEERING         ,MAT SCI & ENGR (NME)    ,,,,,
,MATERIALS SCIENCE & ENGINEERING         ,,MATERIALS SCIENCE & ENGR,,,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MATERIALS SCIENCE & ENGR,,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENGR(CERAMIC) ,,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENGR (TEL)    ,,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENGR (BS/MS)  ,,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENGR (NANOTCH),,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENG (NANO&MOL),,,
,MATERIALS SCIENCE & ENGINEERING         ,,,MAT SCI & ENGR (APPLIED),,,
mattvent,MATHEMATICS                             ,MATHEMATICS             ,,,sea_math,No,
,MATHEMATICS                             ,MATH (TEACH PREP)       ,,,sea_math,No,
,MATHEMATICS                             ,MATH (COMPREHENSIVE)    ,,,sea_math,No,
,MATHEMATICS                             ,MATH (PHILOSOPHY)       ,,,sea_math,No,
,MATHEMATICS                             ,,MATHEMATICS             ,,sea_math,No,
,MATHEMATICS                             ,,,MATHEMATICS             ,sea_math,No,
,MECHANICAL ENGINEERING                  ,MECHANICAL ENGINEERING  ,,,sea_engr-me,Yes,
,MECHANICAL ENGINEERING                  ,MECH ENGR: MECHATRONICS ,,,sea_engr-me,Yes,
